"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Wardrobe,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","775 sq ft","","1","1 BHK Apartment ","","East","2, ","Kharadi","Resale","1","Road View","Freehold","","4200000","₹ 5,419/ sq ft ","Aarav Castles","10 feet","Ready to move,Semi-Furnished","5"
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,024 sq ft","","2","2 BHK Apartment ","","East","7, ","Mundhwa","Resale","3","","","","6400000","₹ 6,250/ sq ft ","Tribute Vihana","","Ready to move,Unfurnished","12"
"dict","","3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","890 sq ft","1","2","2 BHK Apartment ","750 sq ft","North","2, ","Sus","Resale","2","Road View, Garden View","Freehold","","5100000","₹ 5,730/ sq ft ","Builder Sai Shrushti Sus","80 feet","Ready to move,Unfurnished","8"
"dict","1 rooms( study room )","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter","Sports Facility,Landscaped Gardens","795 sq ft","1","1","2 BHK Apartment ","532 sq ft","East","5, ","Hadapsar","Resale","1","","","","5000000","₹ 6,289/ sq ft ","Ram Livogue","","Ready to move,Unfurnished","11"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Maintenance Staff,Landscaped Gardens,School,Hospital,ATM,Wifi","Club House,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","1,150 sq ft","1","2","2 BHK Apartment ","","East","4, ","Wadgaon Sheri","Resale","3","Road View, Garden View","","","6500000","₹ 5,652/ sq ft ","Builder deokar residency wadgaon sheri","60 feet","Ready to move,Unfurnished","6"
"dict","","8 - 9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,260 sq ft","2","2","2 BHK Apartment ","1040 sq ft","East","6, ","Hadapsar","Resale","2","Garden View","","","9800000","₹ 7,777/ sq ft ","Magarpatta Jasminium","","Ready to move,Unfurnished","8"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,550 sq ft","3","3","3 BHK Apartment ","1150 sq ft","West","3, ","Keshav Nagar","New","3","","Freehold","","8000000","₹ 5,161/ sq ft ","","40 feet","Ready to move","8"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe,Sofa","Sports Facility,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection,BED","1,678 sq ft","1","3","3 BHK Apartment ","","","","Wagholi","Resale","","Garden View, Pool View, Road View","Freehold","","11000000","₹ 6,555/ sq ft ","Bhandari Chrrysalis","","Ready to move,Unfurnished",""
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium","Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,126 sq ft","","2","2 BHK Apartment ","","West","Gr","Viman Nagar","Resale","","","Freehold","","10000000","₹ 8,880/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,100 sq ft","","2","2 BHK Apartment ","","East","","Dhole Patil Road","Resale","","","Freehold","","9000000","₹ 8,181/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Gymnasium","Power Backup,Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,551 sq ft","","2","2 BHK Apartment ","","East","8","Koregaon Park","Resale","","","Freehold","","21500000","₹ 13,862/ sq ft ","","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility","1,100 sq ft","","2","2 BHK Apartment ","","","2","Koregaon Park","New","","","Freehold","","8000000","₹ 7,272/ sq ft ","Clover Gardens","","Ready to move",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,580 sq ft","","3","3 BHK Apartment ","","","3","Wadgaon Sheri","Resale","","","Freehold","","15000000","₹ 9,493/ sq ft ","BramhaCorp Suncity","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Intercom","Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,670 sq ft","","3","3 BHK Apartment ","","East","6","Viman Nagar","Resale","","","Co-Operative Society","","11500000","₹ 6,886/ sq ft ","Lunkad Orchids","","Ready to move,Unfurnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","2,804 sq ft","","4","5 BHK Apartment ","","South","9","Kalyani Nagar","Resale","","","","","49000000","₹ 17,475/ sq ft ","Panchshil Waterfront","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,380 sq ft","","3","3 BHK Apartment ","","North","4","Kalyani Nagar","Resale","","","Freehold","","15000000","₹ 10,869/ sq ft ","Manisha The Oak","","Ready to move,Furnished",""
"dict","","11 - 12 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Club House,Sports Facility,Landscaped Gardens","1,500 sq ft","","3","3 BHK Apartment ","","East","1","Kalyani Nagar","Resale","","","Freehold","","13500000","₹ 9,000/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","2,245 sq ft","","3","3 BHK Apartment ","","East","6","Koregaon Park","Resale","","","Freehold","","40000000","₹ 17,817/ sq ft ","Marvel Basilo A And B Building","","Ready to move,Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,082 sq ft","","","2 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","4894400","₹ 4,523/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,082 sq ft","","","2 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","4948500","₹ 4,573/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,100 sq ft","","","2 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","4971050","₹ 4,519/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,100 sq ft","","","2 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","5026063","₹ 4,569/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,438 sq ft","","","3 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","6342700","₹ 4,410/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,539 sq ft","","","3 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","6761850","₹ 4,393/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","","1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM,AC,Wifi,Gas connection","Sports Facility,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,715 sq ft","1","3","3 BHK Apartment ","","East","12, ","Wakad","Resale","2","Garden View, Pool View, Road View","Freehold","","12600000","₹ 7,346/ sq ft ","Pride Park Titanium","150 feet","Ready to move,Semi-Furnished","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility","1,539 sq ft","","","3 BHK Apartment ","","","","Wagholi","New","","","","Mar 2018","6838800","₹ 4,443/ sq ft ","Rohan Abhilasha","","Under Construction",""
"dict","1 rooms( pooja room )","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM,Wardrobe,Dining Table,Gas connection,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi","1,394 sq ft","2","3","3 BHK Apartment ","1114 sq ft","NorthEast","5, ","Warje","Resale","2","Road View, Garden View","Freehold","","12500000","₹ 8,967/ sq ft ","Aditya Garden City","15 feet","Ready to move,Furnished","7"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","654 sq ft","","2","1 BHK Apartment ","484 sq ft","East","4, ","Bavdhan","New","2","Corner, Garden View, Road View","Freehold","Apr 2018","4200000","₹ 6,422/ sq ft ","Prime Utsav Homes 2","60 feet","Under Construction","11"
"dict","","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","640 sq ft","","2","1 BHK Apartment ","474 sq ft","East","2, ","Bavdhan","New","2","Corner, Garden View, Road View","Freehold","Apr 2018","4000000","₹ 6,250/ sq ft ","Prime Utsav Homes 2","60 feet","Under Construction","11"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","502 sq ft","2","2","1 BHK Apartment ","","","","Manjari Budruk","New","","","","Mar 2019","1938700","₹ 3,861/ sq ft ","Builder Vistara Empire","","Under Construction",""
"dict","","10 - 11 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,650 sq ft","2","3","3 BHK Apartment ","","North","","Pashan","Resale","","Garden View","Co-Operative Society","","17500000","₹ 10,606/ sq ft ","","","Ready to move,Unfurnished","11"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","890 sq ft","1","2","2 BHK Apartment ","690 sq ft","East","7, ","Sus","New","2","Road View, Garden View","Freehold","","5000000","₹ 5,617/ sq ft ","Builder sukhwani panaroma","80 feet","Ready to move","12"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,Gas connection","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","915 sq ft","1","2","2 BHK Apartment ","690 sq ft","East","7, ","Sus","New","2","Garden View","Freehold","","5100000","₹ 5,573/ sq ft ","Builder sukwani panaroma","80 feet","Ready to move","12"
"dict","3 rooms( study room, servant room, pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED","Sports Facility","6,200 sq ft","3","3","4 BHK Villa ","","North","","Bavdhan","New","","Corner, Pool View, Road View","Freehold","Jul 2018","60000000","₹ 9,677/ sq ft ","Venkateshwara The Ridges","","Under Construction",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Sports Facility","1,000 sq ft","2","2","2 BHK Apartment ","728 sq ft","","7, ","Hadapsar","New","","","","Dec 2018","7000000","₹ 7,000/ sq ft ","Proviso Leisure Town","","Under Construction","12"
"dict","","","Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Maintenance Staff,Landscaped Gardens","Lift Available,Club House,Sports Facility,Jogging Track","6,800 sq ft","",""," Residential Plot ","","","","Wakad","Resale","4","","","","45000000","₹ 6,617/ sq ft ","Almal Cascades","30 feet","Unfurnished",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,286 sq ft","","2","2 BHK Apartment ","","East","7, ","Baner","New","3","Corner, Garden View, Pool View, Road View","Freehold","","8500000","₹ 6,609/ sq ft ","Kolte Patil 24K Sereno","80 feet","Ready to move","12"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Club House,Gymnasium,Rain Water Harvesting,Landscaped Gardens","24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","441 sq ft","1","1","1 BHK Apartment ","","West","3, ","Talegaon Dabhade","New","","","Freehold","Dec 2019","2181000","₹ 4,945/ sq ft ","","","Under Construction","12"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Landscaped Gardens","Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,067 sq ft","","2","2 BHK Apartment ","677 sq ft","South","Gr ","Wakad","New","2","Corner, Garden View, Road View","Freehold","Aug 2019","6350000","₹ 5,951/ sq ft ","Wakadkar Associate Pavilion 79","60 feet","Under Construction","11"
"dict","1 rooms( servant room )","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Wardrobe,TV,Sofa,Dining Table,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,Refrigerator,Wifi,Gas connection","2,600 sq ft","3","4","4 BHK Apartment ","1700 sq ft","East","5, ","Shastri Nagar","Resale","3","Corner, Garden View, Road View","Co-Operative Society","","22500000","₹ 8,653/ sq ft ","","20 feet","Ready to move,Furnished","6"
